,Unnamed: 0,Thermal file,Thermal mask file
5121,13,Scene 3/SyncT/00103.jpg,Scene 3/thermalMasks/00103.jpg
691,691,Scene 1/SyncT/00482.jpg,Scene 1/thermalMasks/00482.jpg
4927,1659,Scene 2/SyncT/01926.jpg,Scene 2/thermalMasks/01926.jpg
5808,700,Scene 3/SyncT/00865.jpg,Scene 3/thermalMasks/00865.jpg
1479,1479,Scene 1/SyncT/01692.jpg,Scene 1/thermalMasks/01692.jpg
3599,331,Scene 2/SyncT/00460.jpg,Scene 2/thermalMasks/00460.jpg
1548,1548,Scene 1/SyncT/01727.jpg,Scene 1/thermalMasks/01727.jpg
1353,1353,Scene 1/SyncT/01629.jpg,Scene 1/thermalMasks/01629.jpg
1691,1691,Scene 1/SyncT/01798.jpg,Scene 1/thermalMasks/01798.jpg
5760,652,Scene 3/SyncT/00849.jpg,Scene 3/thermalMasks/00849.jpg
830,830,Scene 1/SyncT/01220.jpg,Scene 1/thermalMasks/01220.jpg
1286,1286,Scene 1/SyncT/01596.jpg,Scene 1/thermalMasks/01596.jpg
4334,1066,Scene 2/SyncT/01233.jpg,Scene 2/thermalMasks/01233.jpg
3745,477,Scene 2/SyncT/00557.jpg,Scene 2/thermalMasks/00557.jpg
126,126,Scene 1/SyncT/00101.jpg,Scene 1/thermalMasks/00101.jpg
6859,1751,Scene 3/SyncT/01333.jpg,Scene 3/thermalMasks/01333.jpg
6944,1836,Scene 3/SyncT/01396.jpg,Scene 3/thermalMasks/01396.jpg
5811,703,Scene 3/SyncT/00866.jpg,Scene 3/thermalMasks/00866.jpg
6291,1183,Scene 3/SyncT/01049.jpg,Scene 3/thermalMasks/01049.jpg
4029,761,Scene 2/SyncT/00841.jpg,Scene 2/thermalMasks/00841.jpg
6535,1427,Scene 3/SyncT/01171.jpg,Scene 3/thermalMasks/01171.jpg
7698,2590,Scene 3/SyncT/02150.jpg,Scene 3/thermalMasks/02150.jpg
1044,1044,Scene 1/SyncT/01386.jpg,Scene 1/thermalMasks/01386.jpg
3536,268,Scene 2/SyncT/00397.jpg,Scene 2/thermalMasks/00397.jpg
6676,1568,Scene 3/SyncT/01242.jpg,Scene 3/thermalMasks/01242.jpg
827,827,Scene 1/SyncT/01217.jpg,Scene 1/thermalMasks/01217.jpg
440,440,Scene 1/SyncT/00253.jpg,Scene 1/thermalMasks/00253.jpg
4024,756,Scene 2/SyncT/00836.jpg,Scene 2/thermalMasks/00836.jpg
4868,1600,Scene 2/SyncT/01867.jpg,Scene 2/thermalMasks/01867.jpg
4691,1423,Scene 2/SyncT/01721.jpg,Scene 2/thermalMasks/01721.jpg
497,497,Scene 1/SyncT/00288.jpg,Scene 1/thermalMasks/00288.jpg
6082,974,Scene 3/SyncT/00956.jpg,Scene 3/thermalMasks/00956.jpg
7504,2396,Scene 3/SyncT/01956.jpg,Scene 3/thermalMasks/01956.jpg
2322,2322,Scene 1/SyncT/02114.jpg,Scene 1/thermalMasks/02114.jpg
7836,2728,Scene 3/SyncT/02288.jpg,Scene 3/thermalMasks/02288.jpg
4302,1034,Scene 2/SyncT/01201.jpg,Scene 2/thermalMasks/01201.jpg
3276,8,Scene 2/SyncT/00222.jpg,Scene 2/thermalMasks/00222.jpg
6567,1459,Scene 3/SyncT/01187.jpg,Scene 3/thermalMasks/01187.jpg
5742,634,Scene 3/SyncT/00843.jpg,Scene 3/thermalMasks/00843.jpg
5354,246,Scene 3/SyncT/00221.jpg,Scene 3/thermalMasks/00221.jpg
3117,3117,Scene 1/SyncT/00496.jpg,Scene 1/thermalMasks/00496.jpg
2407,2407,Scene 1/SyncT/02156.jpg,Scene 1/thermalMasks/02156.jpg
7084,1976,Scene 3/SyncT/01536.jpg,Scene 3/thermalMasks/01536.jpg
6717,1609,Scene 3/SyncT/01262.jpg,Scene 3/thermalMasks/01262.jpg
5662,554,Scene 3/SyncT/00816.jpg,Scene 3/thermalMasks/00816.jpg
7343,2235,Scene 3/SyncT/01795.jpg,Scene 3/thermalMasks/01795.jpg
4497,1229,Scene 2/SyncT/01527.jpg,Scene 2/thermalMasks/01527.jpg
4445,1177,Scene 2/SyncT/01344.jpg,Scene 2/thermalMasks/01344.jpg
3103,3103,Scene 1/SyncT/00482.jpg,Scene 1/thermalMasks/00482.jpg
79,79,Scene 1/SyncT/00086.jpg,Scene 1/thermalMasks/00086.jpg
6072,964,Scene 3/SyncT/00953.jpg,Scene 3/thermalMasks/00953.jpg
1829,1829,Scene 1/SyncT/01867.jpg,Scene 1/thermalMasks/01867.jpg
2536,2536,Scene 1/SyncT/02221.jpg,Scene 1/thermalMasks/02221.jpg
1008,1008,Scene 1/SyncT/01350.jpg,Scene 1/thermalMasks/01350.jpg
6408,1300,Scene 3/SyncT/01108.jpg,Scene 3/thermalMasks/01108.jpg
2785,2785,Scene 1/SyncT/02345.jpg,Scene 1/thermalMasks/02345.jpg
5734,626,Scene 3/SyncT/00840.jpg,Scene 3/thermalMasks/00840.jpg
3953,685,Scene 2/SyncT/00765.jpg,Scene 2/thermalMasks/00765.jpg
4365,1097,Scene 2/SyncT/01264.jpg,Scene 2/thermalMasks/01264.jpg
4807,1539,Scene 2/SyncT/01822.jpg,Scene 2/thermalMasks/01822.jpg
2997,2997,Scene 1/SyncT/00376.jpg,Scene 1/thermalMasks/00376.jpg
2225,2225,Scene 1/SyncT/02065.jpg,Scene 1/thermalMasks/02065.jpg
5113,5,Scene 3/SyncT/00095.jpg,Scene 3/thermalMasks/00095.jpg
615,615,Scene 1/SyncT/00406.jpg,Scene 1/thermalMasks/00406.jpg
1485,1485,Scene 1/SyncT/01695.jpg,Scene 1/thermalMasks/01695.jpg
5867,759,Scene 3/SyncT/00885.jpg,Scene 3/thermalMasks/00885.jpg
5883,775,Scene 3/SyncT/00890.jpg,Scene 3/thermalMasks/00890.jpg
7917,2809,Scene 3/SyncT/02369.jpg,Scene 3/thermalMasks/02369.jpg
5242,134,Scene 3/SyncT/00178.jpg,Scene 3/thermalMasks/00178.jpg
4965,1697,Scene 2/SyncT/01964.jpg,Scene 2/thermalMasks/01964.jpg
5523,415,Scene 3/SyncT/00765.jpg,Scene 3/thermalMasks/00765.jpg
393,393,Scene 1/SyncT/00229.jpg,Scene 1/thermalMasks/00229.jpg
3135,3135,Scene 1/SyncT/00514.jpg,Scene 1/thermalMasks/00514.jpg
6718,1610,Scene 3/SyncT/01263.jpg,Scene 3/thermalMasks/01263.jpg
5842,734,Scene 3/SyncT/00876.jpg,Scene 3/thermalMasks/00876.jpg
2301,2301,Scene 1/SyncT/02103.jpg,Scene 1/thermalMasks/02103.jpg
463,463,Scene 1/SyncT/00264.jpg,Scene 1/thermalMasks/00264.jpg
826,826,Scene 1/SyncT/01216.jpg,Scene 1/thermalMasks/01216.jpg
3836,568,Scene 2/SyncT/00648.jpg,Scene 2/thermalMasks/00648.jpg
3473,205,Scene 2/SyncT/00359.jpg,Scene 2/thermalMasks/00359.jpg
345,345,Scene 1/SyncT/00205.jpg,Scene 1/thermalMasks/00205.jpg
872,872,Scene 1/SyncT/01254.jpg,Scene 1/thermalMasks/01254.jpg
7223,2115,Scene 3/SyncT/01675.jpg,Scene 3/thermalMasks/01675.jpg
3507,239,Scene 2/SyncT/00376.jpg,Scene 2/thermalMasks/00376.jpg
302,302,Scene 1/SyncT/00184.jpg,Scene 1/thermalMasks/00184.jpg
1269,1269,Scene 1/SyncT/01587.jpg,Scene 1/thermalMasks/01587.jpg
3972,704,Scene 2/SyncT/00784.jpg,Scene 2/thermalMasks/00784.jpg
3990,722,Scene 2/SyncT/00802.jpg,Scene 2/thermalMasks/00802.jpg
5296,188,Scene 3/SyncT/00196.jpg,Scene 3/thermalMasks/00196.jpg
2476,2476,Scene 1/SyncT/02191.jpg,Scene 1/thermalMasks/02191.jpg
1809,1809,Scene 1/SyncT/01857.jpg,Scene 1/thermalMasks/01857.jpg
1589,1589,Scene 1/SyncT/01747.jpg,Scene 1/thermalMasks/01747.jpg
6028,920,Scene 3/SyncT/00938.jpg,Scene 3/thermalMasks/00938.jpg
4208,940,Scene 2/SyncT/01014.jpg,Scene 2/thermalMasks/01014.jpg
3941,673,Scene 2/SyncT/00753.jpg,Scene 2/thermalMasks/00753.jpg
442,442,Scene 1/SyncT/00254.jpg,Scene 1/thermalMasks/00254.jpg
7427,2319,Scene 3/SyncT/01879.jpg,Scene 3/thermalMasks/01879.jpg
5625,517,Scene 3/SyncT/00804.jpg,Scene 3/thermalMasks/00804.jpg
2128,2128,Scene 1/SyncT/02017.jpg,Scene 1/thermalMasks/02017.jpg
5096,1828,Scene 2/SyncT/02095.jpg,Scene 2/thermalMasks/02095.jpg
6284,1176,Scene 3/SyncT/01046.jpg,Scene 3/thermalMasks/01046.jpg
2467,2467,Scene 1/SyncT/02186.jpg,Scene 1/thermalMasks/02186.jpg
4494,1226,Scene 2/SyncT/01393.jpg,Scene 2/thermalMasks/01393.jpg
5684,576,Scene 3/SyncT/00824.jpg,Scene 3/thermalMasks/00824.jpg
3545,277,Scene 2/SyncT/00406.jpg,Scene 2/thermalMasks/00406.jpg
1444,1444,Scene 1/SyncT/01675.jpg,Scene 1/thermalMasks/01675.jpg
6449,1341,Scene 3/SyncT/01128.jpg,Scene 3/thermalMasks/01128.jpg
4088,820,Scene 2/SyncT/00900.jpg,Scene 2/thermalMasks/00900.jpg
3341,73,Scene 2/SyncT/00287.jpg,Scene 2/thermalMasks/00287.jpg
6108,1000,Scene 3/SyncT/00965.jpg,Scene 3/thermalMasks/00965.jpg
6673,1565,Scene 3/SyncT/01240.jpg,Scene 3/thermalMasks/01240.jpg
4377,1109,Scene 2/SyncT/01276.jpg,Scene 2/thermalMasks/01276.jpg
1235,1235,Scene 1/SyncT/01571.jpg,Scene 1/thermalMasks/01571.jpg
6326,1218,Scene 3/SyncT/01067.jpg,Scene 3/thermalMasks/01067.jpg
500,500,Scene 1/SyncT/00291.jpg,Scene 1/thermalMasks/00291.jpg
6122,1014,Scene 3/SyncT/00972.jpg,Scene 3/thermalMasks/00972.jpg
5759,651,Scene 3/SyncT/00849.jpg,Scene 3/thermalMasks/00849.jpg
2738,2738,Scene 1/SyncT/02322.jpg,Scene 1/thermalMasks/02322.jpg
5023,1755,Scene 2/SyncT/02022.jpg,Scene 2/thermalMasks/02022.jpg
6098,990,Scene 3/SyncT/00962.jpg,Scene 3/thermalMasks/00962.jpg
6283,1175,Scene 3/SyncT/01045.jpg,Scene 3/thermalMasks/01045.jpg
4195,927,Scene 2/SyncT/01007.jpg,Scene 2/thermalMasks/01007.jpg
4309,1041,Scene 2/SyncT/01208.jpg,Scene 2/thermalMasks/01208.jpg
7684,2576,Scene 3/SyncT/02136.jpg,Scene 3/thermalMasks/02136.jpg
1361,1361,Scene 1/SyncT/01633.jpg,Scene 1/thermalMasks/01633.jpg
3030,3030,Scene 1/SyncT/00409.jpg,Scene 1/thermalMasks/00409.jpg
5464,356,Scene 3/SyncT/00276.jpg,Scene 3/thermalMasks/00276.jpg
968,968,Scene 1/SyncT/01310.jpg,Scene 1/thermalMasks/01310.jpg
2290,2290,Scene 1/SyncT/02098.jpg,Scene 1/thermalMasks/02098.jpg
7592,2484,Scene 3/SyncT/02044.jpg,Scene 3/thermalMasks/02044.jpg
3402,134,Scene 2/SyncT/00324.jpg,Scene 2/thermalMasks/00324.jpg
4481,1213,Scene 2/SyncT/01380.jpg,Scene 2/thermalMasks/01380.jpg
6860,1752,Scene 3/SyncT/01334.jpg,Scene 3/thermalMasks/01334.jpg
4035,767,Scene 2/SyncT/00847.jpg,Scene 2/thermalMasks/00847.jpg
7514,2406,Scene 3/SyncT/01966.jpg,Scene 3/thermalMasks/01966.jpg
1500,1500,Scene 1/SyncT/01703.jpg,Scene 1/thermalMasks/01703.jpg
1894,1894,Scene 1/SyncT/01900.jpg,Scene 1/thermalMasks/01900.jpg
7031,1923,Scene 3/SyncT/01483.jpg,Scene 3/thermalMasks/01483.jpg
1793,1793,Scene 1/SyncT/01849.jpg,Scene 1/thermalMasks/01849.jpg
2408,2408,Scene 1/SyncT/02157.jpg,Scene 1/thermalMasks/02157.jpg
6832,1724,Scene 3/SyncT/01320.jpg,Scene 3/thermalMasks/01320.jpg
2106,2106,Scene 1/SyncT/02006.jpg,Scene 1/thermalMasks/02006.jpg
254,254,Scene 1/SyncT/00160.jpg,Scene 1/thermalMasks/00160.jpg
6713,1605,Scene 3/SyncT/01260.jpg,Scene 3/thermalMasks/01260.jpg
4597,1329,Scene 2/SyncT/01627.jpg,Scene 2/thermalMasks/01627.jpg
3986,718,Scene 2/SyncT/00798.jpg,Scene 2/thermalMasks/00798.jpg
6957,1849,Scene 3/SyncT/01409.jpg,Scene 3/thermalMasks/01409.jpg
6145,1037,Scene 3/SyncT/00972.jpg,Scene 3/thermalMasks/00972.jpg
2947,2947,Scene 1/SyncT/00326.jpg,Scene 1/thermalMasks/00326.jpg
1025,1025,Scene 1/SyncT/01367.jpg,Scene 1/thermalMasks/01367.jpg
1685,1685,Scene 1/SyncT/01795.jpg,Scene 1/thermalMasks/01795.jpg
5083,1815,Scene 2/SyncT/02082.jpg,Scene 2/thermalMasks/02082.jpg
3768,500,Scene 2/SyncT/00580.jpg,Scene 2/thermalMasks/00580.jpg
5011,1743,Scene 2/SyncT/02010.jpg,Scene 2/thermalMasks/02010.jpg
4922,1654,Scene 2/SyncT/01921.jpg,Scene 2/thermalMasks/01921.jpg
5543,435,Scene 3/SyncT/00775.jpg,Scene 3/thermalMasks/00775.jpg
5350,242,Scene 3/SyncT/00219.jpg,Scene 3/thermalMasks/00219.jpg
776,776,Scene 1/SyncT/00567.jpg,Scene 1/thermalMasks/00567.jpg
530,530,Scene 1/SyncT/00321.jpg,Scene 1/thermalMasks/00321.jpg
3446,178,Scene 2/SyncT/00346.jpg,Scene 2/thermalMasks/00346.jpg
5112,4,Scene 3/SyncT/00094.jpg,Scene 3/thermalMasks/00094.jpg
2830,2830,Scene 1/SyncT/02368.jpg,Scene 1/thermalMasks/02368.jpg
7833,2725,Scene 3/SyncT/02285.jpg,Scene 3/thermalMasks/02285.jpg
733,733,Scene 1/SyncT/00524.jpg,Scene 1/thermalMasks/00524.jpg
2671,2671,Scene 1/SyncT/02288.jpg,Scene 1/thermalMasks/02288.jpg
5333,225,Scene 3/SyncT/00211.jpg,Scene 3/thermalMasks/00211.jpg
2921,2921,Scene 1/SyncT/00300.jpg,Scene 1/thermalMasks/00300.jpg
4277,1009,Scene 2/SyncT/01048.jpg,Scene 2/thermalMasks/01048.jpg
1664,1664,Scene 1/SyncT/01785.jpg,Scene 1/thermalMasks/01785.jpg
316,316,Scene 1/SyncT/00191.jpg,Scene 1/thermalMasks/00191.jpg
2681,2681,Scene 1/SyncT/02293.jpg,Scene 1/thermalMasks/02293.jpg
6758,1650,Scene 3/SyncT/01283.jpg,Scene 3/thermalMasks/01283.jpg
3133,3133,Scene 1/SyncT/00512.jpg,Scene 1/thermalMasks/00512.jpg
5191,83,Scene 3/SyncT/00159.jpg,Scene 3/thermalMasks/00159.jpg
5729,621,Scene 3/SyncT/00839.jpg,Scene 3/thermalMasks/00839.jpg
4395,1127,Scene 2/SyncT/01294.jpg,Scene 2/thermalMasks/01294.jpg
7633,2525,Scene 3/SyncT/02085.jpg,Scene 3/thermalMasks/02085.jpg
2303,2303,Scene 1/SyncT/02104.jpg,Scene 1/thermalMasks/02104.jpg
1072,1072,Scene 1/SyncT/01414.jpg,Scene 1/thermalMasks/01414.jpg
4885,1617,Scene 2/SyncT/01884.jpg,Scene 2/thermalMasks/01884.jpg
2761,2761,Scene 1/SyncT/02333.jpg,Scene 1/thermalMasks/02333.jpg
7315,2207,Scene 3/SyncT/01767.jpg,Scene 3/thermalMasks/01767.jpg
2674,2674,Scene 1/SyncT/02290.jpg,Scene 1/thermalMasks/02290.jpg
5000,1732,Scene 2/SyncT/01999.jpg,Scene 2/thermalMasks/01999.jpg
4618,1350,Scene 2/SyncT/01648.jpg,Scene 2/thermalMasks/01648.jpg
2115,2115,Scene 1/SyncT/02010.jpg,Scene 1/thermalMasks/02010.jpg
5071,1803,Scene 2/SyncT/02070.jpg,Scene 2/thermalMasks/02070.jpg
4278,1010,Scene 2/SyncT/01049.jpg,Scene 2/thermalMasks/01049.jpg
7046,1938,Scene 3/SyncT/01498.jpg,Scene 3/thermalMasks/01498.jpg
5063,1795,Scene 2/SyncT/02062.jpg,Scene 2/thermalMasks/02062.jpg
1227,1227,Scene 1/SyncT/01567.jpg,Scene 1/thermalMasks/01567.jpg
1226,1226,Scene 1/SyncT/01566.jpg,Scene 1/thermalMasks/01566.jpg
747,747,Scene 1/SyncT/00538.jpg,Scene 1/thermalMasks/00538.jpg
7546,2438,Scene 3/SyncT/01998.jpg,Scene 3/thermalMasks/01998.jpg
5913,805,Scene 3/SyncT/00900.jpg,Scene 3/thermalMasks/00900.jpg
6736,1628,Scene 3/SyncT/01272.jpg,Scene 3/thermalMasks/01272.jpg
1019,1019,Scene 1/SyncT/01361.jpg,Scene 1/thermalMasks/01361.jpg
2568,2568,Scene 1/SyncT/02237.jpg,Scene 1/thermalMasks/02237.jpg
3263,3263,Scene 1/SyncT/01241.jpg,Scene 1/thermalMasks/01241.jpg
3676,408,Scene 2/SyncT/00510.jpg,Scene 2/thermalMasks/00510.jpg
7018,1910,Scene 3/SyncT/01470.jpg,Scene 3/thermalMasks/01470.jpg
861,861,Scene 1/SyncT/01248.jpg,Scene 1/thermalMasks/01248.jpg
954,954,Scene 1/SyncT/01296.jpg,Scene 1/thermalMasks/01296.jpg
1697,1697,Scene 1/SyncT/01801.jpg,Scene 1/thermalMasks/01801.jpg
5774,666,Scene 3/SyncT/00854.jpg,Scene 3/thermalMasks/00854.jpg
5594,486,Scene 3/SyncT/00794.jpg,Scene 3/thermalMasks/00794.jpg
5484,376,Scene 3/SyncT/00286.jpg,Scene 3/thermalMasks/00286.jpg
2833,2833,Scene 1/SyncT/02369.jpg,Scene 1/thermalMasks/02369.jpg
6585,1477,Scene 3/SyncT/01196.jpg,Scene 3/thermalMasks/01196.jpg
5499,391,Scene 3/SyncT/00294.jpg,Scene 3/thermalMasks/00294.jpg
2403,2403,Scene 1/SyncT/02154.jpg,Scene 1/thermalMasks/02154.jpg
1794,1794,Scene 1/SyncT/01850.jpg,Scene 1/thermalMasks/01850.jpg
3916,648,Scene 2/SyncT/00728.jpg,Scene 2/thermalMasks/00728.jpg
6501,1393,Scene 3/SyncT/01154.jpg,Scene 3/thermalMasks/01154.jpg
2326,2326,Scene 1/SyncT/02116.jpg,Scene 1/thermalMasks/02116.jpg
1782,1782,Scene 1/SyncT/01844.jpg,Scene 1/thermalMasks/01844.jpg
984,984,Scene 1/SyncT/01326.jpg,Scene 1/thermalMasks/01326.jpg
1259,1259,Scene 1/SyncT/01582.jpg,Scene 1/thermalMasks/01582.jpg
2228,2228,Scene 1/SyncT/02067.jpg,Scene 1/thermalMasks/02067.jpg
4844,1576,Scene 2/SyncT/01843.jpg,Scene 2/thermalMasks/01843.jpg
4297,1029,Scene 2/SyncT/01196.jpg,Scene 2/thermalMasks/01196.jpg
4393,1125,Scene 2/SyncT/01292.jpg,Scene 2/thermalMasks/01292.jpg
1191,1191,Scene 1/SyncT/01533.jpg,Scene 1/thermalMasks/01533.jpg
6191,1083,Scene 3/SyncT/00999.jpg,Scene 3/thermalMasks/00999.jpg
2736,2736,Scene 1/SyncT/02321.jpg,Scene 1/thermalMasks/02321.jpg
118,118,Scene 1/SyncT/00099.jpg,Scene 1/thermalMasks/00099.jpg
5200,92,Scene 3/SyncT/00163.jpg,Scene 3/thermalMasks/00163.jpg
7716,2608,Scene 3/SyncT/02168.jpg,Scene 3/thermalMasks/02168.jpg
4623,1355,Scene 2/SyncT/01653.jpg,Scene 2/thermalMasks/01653.jpg
587,587,Scene 1/SyncT/00378.jpg,Scene 1/thermalMasks/00378.jpg
1704,1704,Scene 1/SyncT/01805.jpg,Scene 1/thermalMasks/01805.jpg
1007,1007,Scene 1/SyncT/01349.jpg,Scene 1/thermalMasks/01349.jpg
4541,1273,Scene 2/SyncT/01571.jpg,Scene 2/thermalMasks/01571.jpg
1240,1240,Scene 1/SyncT/01573.jpg,Scene 1/thermalMasks/01573.jpg
1817,1817,Scene 1/SyncT/01861.jpg,Scene 1/thermalMasks/01861.jpg
1740,1740,Scene 1/SyncT/01823.jpg,Scene 1/thermalMasks/01823.jpg
4472,1204,Scene 2/SyncT/01371.jpg,Scene 2/thermalMasks/01371.jpg
5608,500,Scene 3/SyncT/00798.jpg,Scene 3/thermalMasks/00798.jpg
343,343,Scene 1/SyncT/00204.jpg,Scene 1/thermalMasks/00204.jpg
2891,2891,Scene 1/SyncT/02398.jpg,Scene 1/thermalMasks/02398.jpg
4646,1378,Scene 2/SyncT/01676.jpg,Scene 2/thermalMasks/01676.jpg
7023,1915,Scene 3/SyncT/01475.jpg,Scene 3/thermalMasks/01475.jpg
1738,1738,Scene 1/SyncT/01822.jpg,Scene 1/thermalMasks/01822.jpg
7480,2372,Scene 3/SyncT/01932.jpg,Scene 3/thermalMasks/01932.jpg
2806,2806,Scene 1/SyncT/02356.jpg,Scene 1/thermalMasks/02356.jpg
7282,2174,Scene 3/SyncT/01734.jpg,Scene 3/thermalMasks/01734.jpg
4353,1085,Scene 2/SyncT/01252.jpg,Scene 2/thermalMasks/01252.jpg
4142,874,Scene 2/SyncT/00954.jpg,Scene 2/thermalMasks/00954.jpg
469,469,Scene 1/SyncT/00267.jpg,Scene 1/thermalMasks/00267.jpg
7786,2678,Scene 3/SyncT/02238.jpg,Scene 3/thermalMasks/02238.jpg
5582,474,Scene 3/SyncT/00790.jpg,Scene 3/thermalMasks/00790.jpg
3731,463,Scene 2/SyncT/00543.jpg,Scene 2/thermalMasks/00543.jpg
816,816,Scene 1/SyncT/01206.jpg,Scene 1/thermalMasks/01206.jpg
1522,1522,Scene 1/SyncT/01714.jpg,Scene 1/thermalMasks/01714.jpg
5727,619,Scene 3/SyncT/00838.jpg,Scene 3/thermalMasks/00838.jpg
5509,401,Scene 3/SyncT/00299.jpg,Scene 3/thermalMasks/00299.jpg
3710,442,Scene 2/SyncT/00527.jpg,Scene 2/thermalMasks/00527.jpg
5404,296,Scene 3/SyncT/00246.jpg,Scene 3/thermalMasks/00246.jpg
5721,613,Scene 3/SyncT/00836.jpg,Scene 3/thermalMasks/00836.jpg
1197,1197,Scene 1/SyncT/01539.jpg,Scene 1/thermalMasks/01539.jpg
7594,2486,Scene 3/SyncT/02046.jpg,Scene 3/thermalMasks/02046.jpg
1439,1439,Scene 1/SyncT/01672.jpg,Scene 1/thermalMasks/01672.jpg
2190,2190,Scene 1/SyncT/02048.jpg,Scene 1/thermalMasks/02048.jpg
3467,199,Scene 2/SyncT/00356.jpg,Scene 2/thermalMasks/00356.jpg
2531,2531,Scene 1/SyncT/02218.jpg,Scene 1/thermalMasks/02218.jpg
864,864,Scene 1/SyncT/01250.jpg,Scene 1/thermalMasks/01250.jpg
3662,394,Scene 2/SyncT/00503.jpg,Scene 2/thermalMasks/00503.jpg
2160,2160,Scene 1/SyncT/02033.jpg,Scene 1/thermalMasks/02033.jpg
5974,866,Scene 3/SyncT/00920.jpg,Scene 3/thermalMasks/00920.jpg
6128,1020,Scene 3/SyncT/00975.jpg,Scene 3/thermalMasks/00975.jpg
2285,2285,Scene 1/SyncT/02095.jpg,Scene 1/thermalMasks/02095.jpg
1198,1198,Scene 1/SyncT/01540.jpg,Scene 1/thermalMasks/01540.jpg
594,594,Scene 1/SyncT/00385.jpg,Scene 1/thermalMasks/00385.jpg
6623,1515,Scene 3/SyncT/01215.jpg,Scene 3/thermalMasks/01215.jpg
1758,1758,Scene 1/SyncT/01832.jpg,Scene 1/thermalMasks/01832.jpg
2670,2670,Scene 1/SyncT/02288.jpg,Scene 1/thermalMasks/02288.jpg
1602,1602,Scene 1/SyncT/01754.jpg,Scene 1/thermalMasks/01754.jpg
5281,173,Scene 3/SyncT/00191.jpg,Scene 3/thermalMasks/00191.jpg
7708,2600,Scene 3/SyncT/02160.jpg,Scene 3/thermalMasks/02160.jpg
2766,2766,Scene 1/SyncT/02336.jpg,Scene 1/thermalMasks/02336.jpg
6913,1805,Scene 3/SyncT/01365.jpg,Scene 3/thermalMasks/01365.jpg
6959,1851,Scene 3/SyncT/01411.jpg,Scene 3/thermalMasks/01411.jpg
7014,1906,Scene 3/SyncT/01466.jpg,Scene 3/thermalMasks/01466.jpg
6654,1546,Scene 3/SyncT/01231.jpg,Scene 3/thermalMasks/01231.jpg
4327,1059,Scene 2/SyncT/01226.jpg,Scene 2/thermalMasks/01226.jpg
297,297,Scene 1/SyncT/00181.jpg,Scene 1/thermalMasks/00181.jpg
7305,2197,Scene 3/SyncT/01757.jpg,Scene 3/thermalMasks/01757.jpg
5855,747,Scene 3/SyncT/00881.jpg,Scene 3/thermalMasks/00881.jpg
1488,1488,Scene 1/SyncT/01697.jpg,Scene 1/thermalMasks/01697.jpg
4171,903,Scene 2/SyncT/00983.jpg,Scene 2/thermalMasks/00983.jpg
3223,3223,Scene 1/SyncT/01201.jpg,Scene 1/thermalMasks/01201.jpg
3639,371,Scene 2/SyncT/00492.jpg,Scene 2/thermalMasks/00492.jpg
4132,864,Scene 2/SyncT/00944.jpg,Scene 2/thermalMasks/00944.jpg
32,32,Scene 1/SyncT/00069.jpg,Scene 1/thermalMasks/00069.jpg
114,114,Scene 1/SyncT/00097.jpg,Scene 1/thermalMasks/00097.jpg
6915,1807,Scene 3/SyncT/01367.jpg,Scene 3/thermalMasks/01367.jpg
5977,869,Scene 3/SyncT/00921.jpg,Scene 3/thermalMasks/00921.jpg
6158,1050,Scene 3/SyncT/00983.jpg,Scene 3/thermalMasks/00983.jpg
4077,809,Scene 2/SyncT/00889.jpg,Scene 2/thermalMasks/00889.jpg
2107,2107,Scene 1/SyncT/02006.jpg,Scene 1/thermalMasks/02006.jpg
2905,2905,Scene 1/SyncT/00284.jpg,Scene 1/thermalMasks/00284.jpg
273,273,Scene 1/SyncT/00169.jpg,Scene 1/thermalMasks/00169.jpg
881,881,Scene 1/SyncT/01258.jpg,Scene 1/thermalMasks/01258.jpg
1251,1251,Scene 1/SyncT/01578.jpg,Scene 1/thermalMasks/01578.jpg
4255,987,Scene 2/SyncT/01037.jpg,Scene 2/thermalMasks/01037.jpg
6857,1749,Scene 3/SyncT/01332.jpg,Scene 3/thermalMasks/01332.jpg
5328,220,Scene 3/SyncT/00208.jpg,Scene 3/thermalMasks/00208.jpg
3069,3069,Scene 1/SyncT/00448.jpg,Scene 1/thermalMasks/00448.jpg
1897,1897,Scene 1/SyncT/01901.jpg,Scene 1/thermalMasks/01901.jpg
888,888,Scene 1/SyncT/01262.jpg,Scene 1/thermalMasks/01262.jpg
7389,2281,Scene 3/SyncT/01841.jpg,Scene 3/thermalMasks/01841.jpg
1813,1813,Scene 1/SyncT/01859.jpg,Scene 1/thermalMasks/01859.jpg
6016,908,Scene 3/SyncT/00934.jpg,Scene 3/thermalMasks/00934.jpg
3342,74,Scene 2/SyncT/00288.jpg,Scene 2/thermalMasks/00288.jpg
4419,1151,Scene 2/SyncT/01318.jpg,Scene 2/thermalMasks/01318.jpg
632,632,Scene 1/SyncT/00423.jpg,Scene 1/thermalMasks/00423.jpg
4800,1532,Scene 2/SyncT/01818.jpg,Scene 2/thermalMasks/01818.jpg
5822,714,Scene 3/SyncT/00870.jpg,Scene 3/thermalMasks/00870.jpg
3315,47,Scene 2/SyncT/00261.jpg,Scene 2/thermalMasks/00261.jpg
6194,1086,Scene 3/SyncT/01001.jpg,Scene 3/thermalMasks/01001.jpg
4685,1417,Scene 2/SyncT/01715.jpg,Scene 2/thermalMasks/01715.jpg
